Polling firm        | Commissioners             | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | ΣΥΡΙΖΑ | ΝΔ   | ΧΑ   | ΚINAL | ΚΚΕ | Ποταμι | ΑΝΕΛ | ΕΚ  | ΛΑΕ | ΠΕ  | ΕΛ  | ΜέΡΑ25 | Other
Interview           | Βεργίνα TV                | 2019-04-15      | 2019-04-17    | N     | 1005        | N/A           | 0.1       | 25.4   | 36.8 | 8.7  | 8.1   | 7.0 | 1.4    | 1.5  | 2.4 | 1.6 | 1.7 | 2.9 | N/A    | N/A
Metron Analysis     | Alpha TV                  | 2019-04-15      | 2019-04-17    | E     | 1200        | N/A           | 0.1       | 25.6   | 35.0 | 5.9  | 8.5   | 7.5 | 2.1    | 1.2  | 2.6 | 1.3 | 1.3 | 2.3 | N/A    | N/A
Metron Analysis     | Alpha TV                  | 2019-04-15      | 2019-04-17    | N     | 1200        | N/A           | 0.1       | 27.3   | 37.5 | 6.7  | 8.7   | 6.4 | 2.0    | 1.3  | 2.2 | N/A | N/A | 3.1 | N/A    | N/A
Opinion Poll        | ΘΕΜΑ 104.6                | 2019-04-15      | 2019-04-17    | E     | 1204        | N/A           | 0.1       | 21.8   | 40.6 | 6.7  | 7.1   | 6.3 | 1.7    | 0.4  | 2.3 | 1.6 | 1.3 | 2.3 | N/A    | N/A
MRB                 | Star                      | 2019-04-01      | 2019-04-03    | E     | 1003        | N/A           | 0.1       | 25.6   | 36.5 | 7.5  | 7.5   | 6.7 | 2.1    | 1.2  | 2.4 | N/A | N/A | 1.9 | N/A    | N/A
MRB                 | Star                      | 2019-04-01      | 2019-04-03    | N     | 1003        | N/A           | 0.1       | 27.4   | 37.3 | 7.3  | 7.6   | 7.2 | 1.6    | 1.2  | 2.4 | N/A | N/A | 2.7 | N/A    | N/A
Marc                | Πρώτο ΘΕΜΑ                | 2019-03-26      | 2019-04-01    | E     | 1200        | N/A           | 0.1       | 24.8   | 39.2 | 7.2  | 8.9   | 6.3 | 1.5    | N/A  | 2.0 | N/A | N/A | 2.0 | N/A    | N/A
Marc                | Πρώτο ΘΕΜΑ                | 2019-03-26      | 2019-04-01    | N     | 1200        | N/A           | 0.1       | 26.1   | 37.2 | 7.1  | 7.9   | 6.3 | 1.3    | N/A  | 3.1 | 1.1 | 1.1 | 3.1 | N/A    | N/A
RASS                | in.gr                     | 2019-03-26      | 2019-03-28    | NE    | 1005        | N/A           | 0.1       | 25.2   | 35.9 | 8.3  | 10.7  | 8.5 | N/A    | 1.7  | 3.2 | N/A | N/A | 2.0 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2019-03-23      | 2019-03-27    | N     | 1452        | N/A           | 1         | 25     | 37   | 8    | 8     | 7   | 2      | 2    | 2   | N/A | 2   | 3   | N/A    | N/A
Alco                | N/A                       | 2019-03-19      | 2019-03-26    | EN    | 1000        | N/A           | 1         | 24     | 33   | 9    | 7     | 7   | N/A    | N/A  | 2   | 3   | N/A | 3   | N/A    | N/A
Pulse RC            | N/A                       | 2019-03-18      | 2019-03-20    | E     | 1452        | N/A           | 1         | 24     | 36   | 7    | 8     | 6   | N/A    | N/A  | 2   | N/A | N/A | N/A | N/A    | N/A
Vox Pop Analysis    | Documento                 | 2019-03-18      | 2019-03-20    | NE    | 1000        | N/A           | 0.1       | 28.2   | 30.5 | 7.8  | 5.8   | 4.4 | 0.8    | 0.4  | 0.7 | N/A | N/A | N/A | N/A    | N/A
Metron Analysis     | Το Βήμα                   | 2019-03-18      | 2019-03-20    | NE    | 1204        | N/A           | 0.1       | 26.0   | 36.8 | 7.5  | 7.4   | 6.2 | 1.5    | 1.4  | 1.8 | 1.7 | N/A | 2.1 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2019-02-24      | 2019-02-26    | NE    | 1323        | N/A           | 0.5       | 24.5   | 37.0 | 9.0  | 8.0   | 7.0 | 1.0    | 1.0  | 2.0 | 1.0 | 1.0 | 3.0 | N/A    | N/A
Alco                | Open                      | 2019-02-18      | 2019-02-23    | NE    | 1000        | N/A           | 0.1       | 25.0   | 32.8 | 7.3  | 5.7   | 7.0 | 1.8    | 1.9  | 3.7 | 3.6 | N/A | 1.9 | N/A    | N/A
Public Issue        | N/A                       | 2019-02-01      | 2019-02-14    | NE    | 1002        | N/A           | 0.5       | 24.5   | 39.0 | 7.5  | 8.5   | 7.5 | 1.0    | 1.0  | 2.5 | N/A | N/A | 3.0 | N/A    | N/A
Interview           | Βεργίνα TV                | 2019-02-04      | 2019-02-05    | NE    | 1000        | N/A           | 0.1       | 24.7   | 36.7 | 7.5  | 6.1   | 6.5 | 1.4    | 1.7  | 2.8 | 1.6 | 1.5 | 3.3 | N/A    | N/A
Prorata             | Η Εφημερίδα των Συντακτών | 2019-02-01      | 2019-02-04    | NE    | 1000        | N/A           | 0.5       | 24.5   | 30.0 | 7.0  | 6.0   | 5.5 | 0.5    | N/A  | 1.5 | 0.5 | 1.0 | 2.5 | N/A    | N/A
Vox Pop Analysis    | Documento                 | 2019-02-01      | 2019-02-02    | NE    | 1205        | N/A           | 0.1       | 25.1   | 37.2 | 9.1  | 4.8   | 6.1 | N/A    | 1.3  | 2.7 | 1.5 | N/A | 2.8 | N/A    | N/A
Metron Analysis     | Το Βήμα                   | 2019-01-28      | 2019-01-29    | NE    | 7536        | N/A           | 0.1       | 27.5   | 29.5 | 9.2  | 4.8   | 3.5 | 0.7    | 0.9  | 1.9 | 0.9 | 1.3 | 2.2 | N/A    | N/A
RASS                | in.gr                     | 2019-01-21      | 2019-01-24    | NE    | 1004        | N/A           | 0.1       | 25.2   | 36.6 | 8.6  | 10.3  | 8.4 | N/A    | 1.9  | 2.8 | N/A | N/A | 2.6 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2019-01-20      | 2019-01-22    | NE    | 1356        | N/A           | 0.5       | 26.0   | 38.0 | 9.0  | 7.5   | 6.5 | 1.0    | 1.0  | 2.0 | 1.0 | 1.0 | 2.0 | N/A    | N/A
Marc                | Πρώτο ΘΕΜΑ                | 2019-01-14      | 2019-01-17    | NE    | 1002        | N/A           | 0.1       | 26.9   | 37.3 | 7.5  | 7.5   | 6.9 | 2.2    | 1.7  | 2.7 | 1.4 | N/A | 2.6 | N/A    | N/A
Opinion Poll        | N/A                       | 2019-01-10      | 2019-01-16    | NE    | 1000        | N/A           | 0.5       | 22.0   | 42.5 | 5.8  | 5.1   | 5.5 | 1.0    | 0.5  | 2.0 | 1.7 | 2.0 | 2.9 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2018-12-16      | 2018-12-18    | NE    | 1354        | N/A           | 0.5       | 26.0   | 38.0 | 8.0  | 8.0   | 7.0 | 1.5    | 1.5  | 2.0 | N/A | N/A | 2.0 | N/A    | N/A
Alco                | Open                      | 2018-12-05      | 2018-12-10    | NE    | 1000        | N/A           | 0.1       | 25.4   | 32.8 | 8.6  | 6.4   | 7.4 | 1.5    | 2.4  | 2.3 | 3.4 | N/A | 2.4 | N/A    | N/A
MRB                 | real.gr                   | 2018-11-28      | 2018-12-06    | NE    | 2000        | N/A           | 0.1       | 27.6   | 37.1 | 8.1  | 8.1   | 7.1 | 1.7    | 1.7  | 2.7 | N/A | N/A | 1.5 | N/A    | N/A
Κάπα Research       | thebest.gr                | 2018-12-04      | 2018-12-06    | NE    | 1004        | N/A           | 0.1       | 25.7   | 31.7 | 9.5  | 8.1   | 7.4 | 1.9    | 2.8  | 2.9 | 1.6 | N/A | 2.3 | N/A    | N/A
Palmos Analysis     | TVXS                      | 2018-11-20      | 2018-11-23    | NE    | 1025        | N/A           | 0.1       | 28.5   | 34.0 | 7.5  | 6.5   | 6.5 | 2.5    | 1.5  | 3.5 | N/A | N/A | 2.0 | N/A    | N/A
Metron Analysis     | Τα Νέα                    | 2018-11-19      | 2018-11-21    | NE    | 1205        | N/A           | 0.1       | 26.9   | 37.8 | 7.2  | 6.9   | 6.3 | 2.5    | 1.3  | 2.4 | N/A | N/A | 2.0 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2018-11-18      | 2018-11-20    | NE    | 1356        | N/A           | 0.5       | 25.5   | 36.5 | 8.5  | 9.0   | 7.5 | 2.0    | 2.0  | 2.5 | 1.0 | N/A | 2.0 | N/A    | N/A
Public Issue        | N/A                       | 2018-11-06      | 2018-11-16    | NE    | 1000        | N/A           | 0.5       | 22.0   | 38.5 | 7.0  | 9.5   | 7.5 | 2.0    | 1.0  | 2.0 | N/A | N/A | N/A | N/A    | N/A
Marc                | Πρώτο ΘΕΜΑ                | 2018-10-22      | 2018-10-24    | NE    | 1002        | N/A           | 0.1       | 23.7   | 36.8 | 7.6  | 8.4   | 7.3 | 2.3    | 1.5  | 2.8 | 1.5 | N/A | 2.2 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2018-10-14      | 2018-10-16    | NE    | 1355        | N/A           | 0.5       | 25.0   | 38.0 | 9.0  | 8.5   | 7.5 | 2.0    | 2.0  | 2.0 | 1.0 | N/A | 2.5 | N/A    | N/A
Palmos Analysis     | TVXS                      | 2018-09-18      | 2018-09-21    | NE    | 1016        | N/A           | 0.1       | 28.0   | 34.0 | 5.5  | 8.0   | 6.0 | 2.5    | 1.5  | 2.5 | N/A | N/A | N/A | N/A    | N/A
Metron Analysis     | Τα Νέα                    | 2018-09-18      | 2018-09-20    | NE    | 1000        | N/A           | 0.1       | 25.2   | 36.9 | 6.0  | 8.1   | 6.7 | 2.3    | 1.3  | 3.2 | 1.6 | 1.6 | 1.4 | N/A    | N/A
MRB                 | Star                      | 2018-09-17      | 2018-09-19    | NE    | 1004        | N/A           | 0.1       | 26.9   | 37.6 | 7.3  | 7.9   | 7.2 | 1.2    | 1.8  | 3.2 | N/A | N/A | 1.6 | N/A    | N/A
Alco                | Kontra Channel            | 2018-09-17      | 2018-09-19    | NE    | 1000        | N/A           | 0.1       | 25.8   | 33.3 | 8.0  | 6.5   | 7.5 | 1.7    | 2.6  | 2.9 | 2.5 | N/A | 1.5 | N/A    | N/A
Κάπα Research       | ΕΘΝΟΣ                     | 2018-09-17      | 2018-09-18    | NE    | 1005        | N/A           | 0.1       | 25.2   | 31.4 | 10.1 | 8.8   | 7.1 | 1.7    | 3.2  | 2.9 | 2.0 | N/A | 1.9 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2018-09-16      | 2018-09-18    | NE    | 1354        | N/A           | 0.5       | 26.0   | 38.0 | 9.0  | 8.0   | 7.0 | 2.0    | 2.0  | 2.5 | 1.0 | N/A | 2.5 | N/A    | N/A
Marc                | Πρώτο ΘΕΜΑ                | 2018-09-08      | 2018-09-08    | NE    | 1000        | N/A           | 0.1       | 23.2   | 36.4 | 8.4  | 7.8   | 7.3 | 1.8    | 1.4  | 3.1 | 1.7 | N/A | 2.5 | N/A    | N/A
Κάπα Research       | ΕΘΝΟΣ                     | 2018-06-25      | 2018-07-02    | NE    | (1004)      | N/A           | 0.1       | 23.4   | 30.6 | 11.4 | 9.1   | 7.5 | N/A    | 2.6  | 3.4 | 2.0 | N/A | 2.8 | N/A    | N/A
MRB                 | Real                      | 2018-06-22      | 2018-06-29    | NE    | 2000        | N/A           | 0.1       | 25.2   | 36.8 | 8.4  | 10.6  | 6.9 | N/A    | 2.1  | 3.4 | N/A | N/A | 1.3 | N/A    | N/A
Metron Analysis     | Τα Νέα                    | 2018-06-26      | 2018-06-28    | NE    | 1000        | N/A           | 0.1       | 22.6   | 36.7 | 8.0  | 9.9   | 6.8 | N/A    | 2.0  | 3.2 | N/A | 1.6 | 2.8 | N/A    | N/A
Alco                | Kontra Channel            | 2018-06-23      | 2018-06-27    | NE    | 1000        | N/A           | 0.1       | 23.6   | 32.6 | 7.5  | 7.4   | 8.6 | N/A    | 1.4  | 3.6 | 2.5 | N/A | 2.2 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2018-06-24      | 2018-06-26    | NE    | 1323        | N/A           | 0.5       | 24.5   | 39.0 | 8.5  | 8.5   | 7.0 | N/A    | 2.0  | 2.9 | 1.0 | 1.0 | 2.0 | N/A    | N/A
Marc                | Πρώτο ΘΕΜΑ                | 2018-06-13      | 2018-06-15    | NE    | 1000        | N/A           | 0.1       | 20.0   | 37.8 | 9.0  | 9.3   | 7.9 | N/A    | 2.1  | 3.4 | 2.0 | N/A | 2.1 | N/A    | N/A
RASS                | Action 24                 | 2018-05-29      | 2018-05-31    | NE    | 1002        | N/A           | 0.1       | 23.7   | 36.2 | 8.5  | 11.8  | 8.3 | N/A    | 3.0  | 3.4 | N/A | N/A | N/A | N/A    | N/A
Alco                | Kontra Channel            | 2018-05-16      | 2018-05-20    | NE    | 1000        | 80.4          | 0.1       | 20.2   | 25.7 | 7.0  | 6.4   | 6.0 | N/A    | 1.8  | 2.3 | 2.1 | N/A | 1.6 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2018-05-13      | 2018-05-15    | NE    | 1341        | N/A           | 0.5       | 25.0   | 37.0 | 9.0  | 9.0   | 7.0 | N/A    | 2.5  | 2.5 | 1.0 | 1.0 | 1.5 | N/A    | N/A
Public Issue        | N/A                       | 2018-04-23      | 2018-05-07    | NE    | 1003        | N/A           | 0.5       | 20.0   | 39.0 | 8.5  | 11.0  | 6.5 | N/A    | 1.5  | 3.5 | N/A | N/A | N/A | N/A    | N/A
Metron Analysis     | Τα Νέα                    | 2018-04-21      | 2018-04-21    | NE    | (1000)      | N/A           | 0.1       | 23.3   | 36.3 | 7.1  | 9.0   | 6.7 | N/A    | 2.5  | 3.3 | 1.5 | 2.3 | 1.6 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2018-04-15      | 2018-04-17    | NE    | 1356        | N/A           | 0.5       | 24.5   | 36.0 | 9.0  | 10.5  | 7.5 | N/A    | 2.5  | 2.5 | N/A | N/A | 1.5 | N/A    | N/A
Alco                | Ραδιόφωνο 24/7            | 2018-04-11      | 2018-04-16    | NE    | 1000        | N/A           | 0.1       | 24.5   | 31.4 | 8.8  | 7.9   | 6.3 | N/A    | 2.6  | 2.6 | 3.7 | 1.9 | N/A | N/A    | N/A
Palmos Analysis     | TVXS                      | 2018-04-12      | 2018-04-15    | NE    | 1009        | N/A           | 0.1       | 25.5   | 32.5 | 7.5  | 9.5   | 8.5 | N/A    | 2.5  | 3.0 | N/A | N/A | N/A | N/A    | N/A
Κάπα Research       | ΕΘΝΟΣ                     | 2018-04-03      | 2018-04-03    | NE    | 8000        | N/A           | 0.1       | 22.6   | 28.4 | 10.3 | 10.3  | 8.3 | N/A    | 3.3  | 3.0 | 2.0 | 1.8 | 2.2 | N/A    | N/A
Marc                | Πρώτο ΘΕΜΑ                | 2018-03-01      | 2018-03-23    | NE    | (1000)      | N/A           | 0.1       | 22.7   | 35.3 | 8.9  | 9.8   | 7.8 | N/A    | 2.1  | 3.2 | 2.1 | 1.3 | 1.3 | N/A    | N/A
Pulse RC            | ΣΚΑΪ                      | 2018-03-11      | 2018-03-13    | NE    | 1304        | N/A           | 0.5       | 24.5   | 36.0 | 9.0  | 10.0  | 7.0 | N/A    | 2.5  | 2.5 | N/A | 1.0 | 1.0 | N/A    | N/A
RASS                | Πρώτο Θέμα                | 2018-03-06      | 2018-03-08    | NE    | 1002        | N/A           | 0.1       | 23.4   | 35.8 | 8.8  | 12.4  | 7.7 | N/A    | 3.0  | 3.3 | N/A | N/A | N/A | N/A    | N/A
Pulse RC            | Δημοκρατία                | 2018-03-03      | 2018-03-03    | NE    | (1207)      | N/A           | 0.5       | 25.0   | 35.5 | 9.5  | 9.5   | 7.0 | N/A    | 2.5  | 2.5 | 1.0 | 2.5 | 1.0 | N/A    | N/A
Opinion Poll        | Παρασκήνιο                | 2018-03-03      | 2018-03-03    | NE    | (1000)      | N/A           | 0.1       | 25.6   | 38.7 | 7.0  | 9.1   | 7.1 | N/A    | 1.2  | 2.9 | 2.6 | N/A | N/A | N/A    | N/A
Alco                | ΕΘΝΟΣ                     | 2018-02-22      | 2018-02-24    | NE    | 1000        | N/A           | 0.1       | 24.7   | 32.0 | 10.3 | 9.3   | 7.5 | N/A    | 3.0  | 2.7 | 3.0 | 1.3 | N/A | N/A    | N/A
Metron Analysis     | Το Βήμα                   | 2018-02-12      | 2018-02-23    | NE    | 2300        | N/A           | 0.1       | 25.2   | 34.9 | 9.4  | 8.4   | 7.0 | N/A    | 2.5  | 3.0 | 1.9 | N/A | 1.5 | N/A    | N/A
Pulse RC            | Action 24                 | 2018-01-25      | 2018-01-29    | NE    | 1518        | N/A           | 0.5       | 24.0   | 36.5 | 9.5  | 10.5  | 6.5 | N/A    | 2.5  | 2.5 | 1.0 | 1.0 | 1.0 | N/A    | N/A
Metron Analysis     | Τα Νέα                    | 2018-01-20      | 2018-01-20    | NE    | (1000)      | N/A           | 0.1       | 24.9   | 35.4 | 6.6  | 9.8   | 6.9 | N/A    | 2.7  | 3.2 | N/A | 2.7 | 1.9 | N/A    | N/A
Alco                | Ραδιόφωνο 24/7            | 2018-01-16      | 2018-01-18    | NE    | 1000        | N/A           | 0.1       | 25.0   | 32.7 | 9.3  | 9.7   | 7.3 | N/A    | 2.9  | 2.6 | 4.0 | N/A | N/A | N/A    | N/A
Public Issue        | N/A                       | 2018-01-08      | 2018-01-18    | NE    | 1010        | N/A           | 0.5       | 21.5   | 37.0 | 8.0  | 13.0  | 7.5 | 1.0    | 2.0  | 2.0 | N/A | N/A | N/A | N/A    | N/A
Marc                | Πρώτο ΘΕΜΑ                | 2018-01-13      | 2018-01-13    | NE    | (1000)      | N/A           | 0.1       | 22.9   | 35.1 | 8.1  | 11.0  | 7.7 | N/A    | 2.9  | 3.4 | 2.2 | 1.5 | N/A | N/A    | N/A
Pulse RC            | bankingnews.gr            | 2018-01-08      | 2018-01-10    | NE    | 1207        | N/A           | 0.5       | 25.0   | 36.5 | 8.5  | 10.0  | 6.5 | N/A    | 2.5  | 2.5 | N/A | N/A | N/A | N/A    | N/A
